user_id,site,campaign_type,device_os,hour_of_day,day_of_week,historical_open_rate,historical_push_count,days_since_last_open,segment,target_opened
USR_00000423,content,promo,android,12,3,0.3617,12,31,active,1
USR_00000424,product,engagement,ios,3,1,0.5491,9,5,at_risk,0
USR_00000425,search,transactional,ios,3,1,0.5159,10,23,at_risk,0
USR_00000426,home,engagement,ios,16,4,0.9038,5,23,at_risk,1
USR_00000427,content,transactional,ios,23,3,0.1649,10,25,at_risk,0
USR_00000428,content,promo,web,6,6,0.5781,14,42,active,1
USR_00000429,home,promo,ios,22,3,0.7544,12,37,new,0
USR_00000430,product,promo,android,8,3,0.37,7,27,active,0
USR_00000431,home,engagement,web,8,0,0.8676,11,18,at_risk,1
USR_00000432,product,promo,web,2,1,0.373,13,18,active,1
USR_00000433,content,promo,android,10,5,0.1733,20,0,at_risk,1
USR_00000434,home,promo,ios,11,2,0.584,10,24,churn,0
USR_00000435,search,promo,android,15,2,0.4206,19,11,active,1
USR_00000436,home,engagement,ios,3,4,0.0152,20,39,at_risk,1
USR_00000437,product,promo,android,4,0,0.0698,13,34,active,0
USR_00000438,content,re-engagement,ios,10,3,0.1953,12,41,active,0
USR_00000439,home,promo,android,1,2,0.7693,11,44,new,1
USR_00000440,search,engagement,ios,3,1,0.892,17,18,new,1
USR_00000441,content,transactional,web,15,2,0.5456,18,19,new,1
USR_00000442,search,promo,android,22,3,0.1056,14,27,active,0
USR_00000443,home,engagement,web,13,1,0.5344,16,19,new,1
USR_00000444,search,re-engagement,web,3,3,0.8556,16,12,active,1
USR_00000445,product,engagement,web,23,5,0.7495,8,31,active,0
USR_00000446,product,promo,android,12,1,0.2911,10,20,active,0
USR_00000447,search,promo,web,17,6,0.1239,6,42,at_risk,0
USR_00000448,content,engagement,android,4,4,0.9007,13,9,active,0
USR_00000449,product,promo,android,13,5,0.8541,9,19,new,1
USR_00000450,search,engagement,web,1,0,0.0537,9,23,churn,0
USR_00000451,content,transactional,ios,15,5,0.8237,8,40,at_risk,1
USR_00000452,content,transactional,ios,4,2,0.0972,14,26,active,1
USR_00000453,search,engagement,android,21,4,0.0633,13,3,at_risk,1
USR_00000454,home,engagement,web,1,5,0.7586,18,15,new,0
USR_00000455,product,promo,ios,15,1,0.5363,10,39,at_risk,1
USR_00000456,product,promo,ios,3,1,0.4145,14,12,new,1
USR_00000457,home,engagement,web,16,0,0.9039,17,15,active,1
USR_00000458,product,transactional,android,11,4,0.8393,16,6,new,1
USR_00000459,content,promo,android,23,5,0.0576,10,32,at_risk,0
USR_00000460,home,transactional,ios,15,2,0.6161,8,6,new,1
USR_00000461,product,engagement,web,8,1,0.7723,14,16,active,1
USR_00000462,home,engagement,android,2,2,0.5505,8,32,new,0
USR_00000463,product,transactional,android,14,2,0.983,12,40,at_risk,1
USR_00000464,search,promo,android,10,6,0.686,6,9,active,0
USR_00000465,home,promo,web,1,0,0.1041,13,14,active,0
USR_00000466,content,transactional,android,13,2,0.1983,12,5,active,1
USR_00000467,home,promo,ios,5,4,0.8262,17,19,at_risk,0
USR_00000468,product,transactional,web,5,1,0.9968,11,44,new,1
USR_00000469,home,engagement,android,0,6,0.0983,15,13,churn,0
USR_00000470,content,promo,ios,8,6,0.1003,5,11,active,0
USR_00000471,product,promo,ios,5,2,0.7634,7,17,new,1
USR_00000472,content,promo,web,1,5,0.0644,9,40,new,0
USR_00000473,search,engagement,android,10,5,0.0686,15,24,new,1
USR_00000474,search,engagement,android,5,4,0.8888,12,27,active,1
USR_00000475,product,promo,android,3,1,0.8004,16,35,active,0
USR_00000476,content,engagement,ios,11,0,0.8816,14,32,at_risk,1
USR_00000477,content,transactional,ios,1,2,0.6505,15,26,active,1
USR_00000478,home,transactional,android,23,0,0.3225,10,25,new,1
USR_00000479,product,re-engagement,android,11,2,0.9063,8,23,active,1
USR_00000480,home,promo,web,23,4,0.2987,19,8,new,0
USR_00000481,search,promo,android,21,4,0.2755,9,18,new,0
USR_00000482,content,transactional,android,23,1,0.8864,11,38,active,0
USR_00000483,search,promo,ios,13,0,0.6808,13,1,new,0
USR_00000484,content,engagement,android,10,1,0.8957,13,37,new,0
USR_00000485,search,promo,android,17,3,0.1559,11,25,churn,1
USR_00000486,home,promo,ios,1,5,0.9523,8,15,active,1
USR_00000487,search,promo,android,20,2,0.6127,16,5,churn,0
USR_00000488,product,transactional,ios,7,2,0.668,18,34,active,1
USR_00000489,content,promo,ios,0,3,0.9141,12,0,at_risk,1
USR_00000490,product,promo,ios,5,0,0.3808,11,24,active,0
USR_00000491,content,engagement,android,5,1,0.7196,19,7,new,1
USR_00000492,content,promo,web,0,0,0.6403,13,40,at_risk,0
USR_00000493,content,promo,android,16,3,0.7878,13,8,new,1
USR_00000494,product,promo,ios,2,3,0.8969,12,36,active,1
USR_00000495,search,promo,android,20,4,0.6801,19,25,at_risk,1
USR_00000496,search,promo,ios,10,4,0.0676,7,1,active,0
USR_00000497,home,engagement,android,17,2,0.1831,11,32,active,0
USR_00000498,search,promo,android,8,6,0.954,9,39,active,0
USR_00000499,content,engagement,ios,3,6,0.9687,9,9,new,0
USR_00000500,search,re-engagement,android,4,0,0.9674,6,43,churn,1
USR_00000501,home,promo,android,15,6,0.0368,19,35,new,0
USR_00000502,product,promo,ios,17,1,0.3824,12,33,active,0
USR_00000503,content,promo,web,6,1,0.7597,10,15,new,0
USR_00000504,content,engagement,android,8,3,0.7529,6,5,churn,0
USR_00000505,search,promo,web,22,0,0.0859,8,19,at_risk,0
USR_00000506,search,engagement,ios,20,2,0.6095,14,36,active,0
USR_00000507,product,engagement,web,9,1,0.1429,13,26,churn,0
USR_00000508,home,engagement,ios,5,3,0.4932,10,29,new,1
USR_00000509,search,transactional,ios,7,5,0.2397,19,35,at_risk,1
USR_00000510,home,re-engagement,ios,12,6,0.0532,13,15,new,0
USR_00000511,content,promo,ios,13,1,0.08,11,1,active,0
USR_00000512,product,transactional,web,4,3,0.9109,11,39,new,1
USR_00000513,content,promo,android,1,3,0.7446,14,27,churn,1
USR_00000514,content,re-engagement,android,11,2,0.9318,19,25,churn,1
USR_00000515,content,transactional,android,19,4,0.47,11,25,active,1
USR_00000516,home,engagement,web,3,6,0.4133,13,38,new,1
USR_00000517,content,promo,android,9,2,0.3584,9,34,active,1
USR_00000518,home,re-engagement,ios,3,0,0.6163,12,30,active,1
USR_00000519,search,transactional,web,5,6,0.3516,15,35,active,1
USR_00000520,product,transactional,web,14,6,0.7463,10,12,new,1
USR_00000521,search,re-engagement,android,6,2,0.8013,10,32,active,0
USR_00000522,home,promo,ios,6,3,0.8758,13,43,active,0
USR_00000523,home,promo,web,23,6,0.2428,9,10,churn,1
USR_00000524,content,transactional,android,4,3,0.527,16,25,active,1
USR_00000525,search,promo,ios,4,3,0.2234,12,30,active,0
USR_00000526,search,promo,android,22,6,0.0376,17,23,active,1
USR_00000527,content,promo,ios,13,5,0.7078,9,43,new,0
USR_00000528,home,promo,ios,1,3,0.549,11,18,active,0
USR_00000529,content,engagement,android,10,1,0.7239,9,9,at_risk,1
USR_00000530,content,transactional,android,13,3,0.0876,11,6,new,0
USR_00000531,product,promo,android,6,4,0.9955,9,38,active,1
USR_00000532,home,transactional,android,13,1,0.9943,13,30,at_risk,1
USR_00000533,home,transactional,ios,15,3,0.465,13,26,active,1
USR_00000534,search,engagement,android,6,4,0.8661,12,19,active,1
USR_00000535,product,re-engagement,android,19,0,0.2436,9,18,at_risk,0
USR_00000536,home,re-engagement,ios,10,3,0.7376,12,42,active,1
USR_00000537,search,promo,ios,23,5,0.8792,11,30,new,0
USR_00000538,home,promo,ios,2,1,0.8147,11,43,at_risk,1
USR_00000539,product,transactional,web,7,3,0.8118,13,36,churn,0
USR_00000540,home,transactional,android,17,4,0.463,17,34,new,1
USR_00000541,product,transactional,web,21,0,0.82,13,24,new,0
USR_00000542,home,engagement,android,5,4,0.6907,11,10,at_risk,0
USR_00000543,home,transactional,ios,23,1,0.1325,9,29,active,0
USR_00000544,home,promo,web,4,2,0.1142,10,32,active,0
USR_00000545,content,promo,web,9,4,0.7719,11,23,active,1
USR_00000546,home,promo,ios,7,0,0.6255,14,0,at_risk,0
USR_00000547,search,promo,ios,10,0,0.5194,9,43,active,1
USR_00000548,product,promo,android,21,3,0.9073,16,37,new,1
USR_00000549,product,engagement,ios,17,6,0.6596,11,15,new,0
USR_00000550,product,promo,ios,19,0,0.3961,10,22,active,0
USR_00000551,content,promo,web,6,5,0.4139,9,5,churn,1
USR_00000552,search,transactional,ios,22,0,0.6052,14,42,active,1
USR_00000553,content,engagement,android,10,3,0.7603,9,10,active,0
USR_00000554,search,promo,ios,15,3,0.5644,18,16,churn,0
USR_00000555,content,engagement,android,16,3,0.5088,17,19,active,1
USR_00000556,product,re-engagement,android,15,0,0.7269,18,11,active,1
USR_00000557,product,transactional,android,14,5,0.7053,14,28,new,0
USR_00000558,content,engagement,ios,11,1,0.8303,19,44,at_risk,1
USR_00000559,content,promo,android,15,5,0.0626,8,38,at_risk,0
USR_00000560,content,re-engagement,android,21,4,0.755,11,23,at_risk,1
USR_00000561,product,promo,android,9,3,0.5138,11,5,active,1
USR_00000562,home,re-engagement,web,12,2,0.0747,14,38,active,0
USR_00000563,search,transactional,ios,4,4,0.679,14,11,new,1
USR_00000564,home,promo,android,8,6,0.7165,15,40,churn,1
USR_00000565,content,promo,android,18,6,0.5236,15,17,new,0
USR_00000566,home,engagement,ios,15,6,0.7938,11,23,active,1
USR_00000567,home,transactional,android,5,1,0.3002,19,19,at_risk,0
USR_00000568,home,promo,ios,13,4,0.2019,14,20,new,0
USR_00000569,product,engagement,android,19,2,0.3507,12,7,active,1
USR_00000570,product,engagement,web,2,6,0.4101,9,24,new,1
USR_00000571,content,transactional,android,1,6,0.6959,11,18,active,1
USR_00000572,search,transactional,ios,9,6,0.8455,18,38,churn,1
USR_00000573,search,promo,android,15,1,0.7209,12,21,active,0
USR_00000574,home,engagement,web,7,2,0.174,11,43,churn,0
USR_00000575,home,promo,web,19,4,0.3662,7,13,new,1
USR_00000576,search,engagement,ios,20,5,0.1584,11,14,active,1
USR_00000577,content,promo,ios,12,2,0.6867,10,1,churn,0
USR_00000578,product,transactional,android,9,0,0.2482,12,33,at_risk,0
USR_00000579,content,promo,web,1,0,0.5254,14,3,active,0
USR_00000580,home,promo,ios,19,4,0.7918,14,12,active,1
USR_00000581,home,engagement,android,21,3,0.6709,14,40,at_risk,1
USR_00000582,content,transactional,ios,10,3,0.2984,9,27,at_risk,0
USR_00000583,home,transactional,ios,12,5,0.3329,15,25,active,0
USR_00000584,home,re-engagement,web,18,0,0.6534,14,36,new,0
USR_00000585,search,re-engagement,ios,16,5,0.5495,17,34,new,1
USR_00000586,content,engagement,ios,3,1,0.0964,9,39,active,0
USR_00000587,product,promo,ios,16,6,0.874,10,29,active,1
USR_00000588,home,transactional,android,22,6,0.5126,16,20,new,1
USR_00000589,content,engagement,android,18,3,0.4734,14,5,active,1
USR_00000590,content,promo,android,11,2,0.1984,15,16,active,1
USR_00000591,content,promo,ios,12,1,0.377,8,31,active,1
USR_00000592,content,engagement,android,6,1,0.3328,6,11,active,0
USR_00000593,home,transactional,android,15,6,0.2707,9,30,active,0
USR_00000594,content,transactional,android,5,1,0.5674,16,6,new,1
USR_00000595,search,re-engagement,android,8,3,0.4623,11,2,at_risk,1
USR_00000596,content,engagement,ios,6,3,0.8892,8,16,active,1
USR_00000597,product,transactional,android,8,4,0.9413,14,10,new,1
USR_00000598,content,promo,android,8,5,0.2195,16,39,active,0
USR_00000599,product,transactional,ios,1,3,0.1001,13,17,active,0
USR_00000600,product,promo,android,17,5,0.7853,15,18,active,1
USR_00000601,product,engagement,android,10,3,0.9949,12,18,active,0
USR_00000602,content,engagement,android,22,3,0.8636,14,14,active,1
USR_00000603,product,promo,web,4,1,0.0237,17,41,active,0
USR_00000604,home,promo,android,16,1,0.2513,12,33,new,1
USR_00000605,content,engagement,ios,4,3,0.0433,10,7,active,1
USR_00000606,product,promo,web,13,0,0.8208,11,9,new,0
USR_00000607,search,transactional,ios,11,2,0.5814,9,3,active,1
USR_00000608,product,transactional,android,10,3,0.5137,13,11,active,1
USR_00000609,content,engagement,ios,15,3,0.5544,14,29,at_risk,0
USR_00000610,content,promo,ios,19,5,0.2525,11,42,new,1
USR_00000611,content,engagement,android,7,6,0.6016,12,21,active,1
USR_00000612,search,promo,ios,20,5,0.0307,7,3,active,1
USR_00000613,content,engagement,android,4,0,0.646,8,2,active,1
USR_00000614,search,promo,android,7,2,0.7344,11,18,at_risk,0
USR_00000615,product,transactional,android,7,5,0.673,14,11,new,1
USR_00000616,product,transactional,android,22,4,0.3321,11,25,active,1
USR_00000617,home,promo,android,2,3,0.8263,5,5,active,0
USR_00000618,search,promo,ios,9,3,0.7155,12,10,at_risk,1
USR_00000619,home,promo,web,10,2,0.1283,12,25,new,0
USR_00000620,home,promo,android,19,4,0.1951,13,12,churn,0
USR_00000621,search,promo,ios,11,1,0.6371,18,16,churn,0
USR_00000622,search,re-engagement,ios,23,3,0.2894,8,9,at_risk,0
USR_00000623,home,transactional,android,17,1,0.1194,14,2,active,1
USR_00000624,search,engagement,android,16,4,0.155,13,15,active,1
USR_00000625,product,re-engagement,android,18,6,0.1656,10,14,new,1
USR_00000626,home,promo,android,3,3,0.4778,10,40,at_risk,0
USR_00000627,search,engagement,android,10,2,0.6074,10,40,active,0
USR_00000628,search,engagement,android,14,6,0.1764,15,19,new,1
USR_00000629,product,engagement,ios,5,4,0.7125,21,12,active,1
USR_00000630,search,transactional,android,2,2,0.281,17,18,at_risk,0
USR_00000631,product,transactional,android,3,0,0.3116,11,27,at_risk,0
USR_00000632,search,promo,android,18,0,0.2235,19,17,active,1
USR_00000633,search,transactional,ios,15,1,0.7852,15,34,active,1
USR_00000634,search,re-engagement,android,6,1,0.9598,10,43,at_risk,1
USR_00000635,home,re-engagement,ios,17,5,0.4925,16,18,at_risk,1
USR_00000636,product,promo,android,16,3,0.042,11,5,at_risk,1
USR_00000637,home,engagement,android,19,6,0.2606,7,5,active,0
USR_00000638,search,promo,web,21,3,0.1581,19,39,active,0
USR_00000639,content,re-engagement,android,21,6,0.8428,8,18,at_risk,0
USR_00000640,content,promo,android,4,3,0.0849,14,14,new,1
USR_00000641,product,re-engagement,android,18,2,0.9665,18,27,active,0
USR_00000642,content,engagement,web,9,5,0.5885,14,43,new,0
USR_00000643,content,promo,ios,9,3,0.5177,11,19,active,1
USR_00000644,search,promo,ios,15,1,0.8474,12,14,at_risk,1
USR_00000645,content,engagement,web,14,3,0.0275,11,38,new,0
USR_00000646,search,promo,android,10,4,0.7772,11,3,active,0
USR_00000647,search,transactional,web,23,2,0.1166,10,37,new,1
USR_00000648,product,re-engagement,android,4,4,0.8408,15,23,at_risk,1
USR_00000649,content,transactional,ios,2,6,0.5292,10,0,at_risk,1
USR_00000650,content,promo,android,0,2,0.0611,16,10,active,0
USR_00000651,search,transactional,android,19,2,0.8332,19,30,at_risk,0
USR_00000652,product,promo,web,9,2,0.0273,15,33,new,1
USR_00000653,home,re-engagement,android,10,5,0.1384,9,8,at_risk,0
USR_00000654,content,promo,web,15,1,0.7978,11,29,at_risk,0
USR_00000655,product,promo,android,10,6,0.4649,13,44,new,0
USR_00000656,product,promo,ios,13,2,0.8814,13,30,churn,0
USR_00000657,content,re-engagement,web,1,5,0.6354,8,31,new,0
USR_00000658,product,promo,android,3,5,0.6235,14,8,active,1
USR_00000659,home,engagement,web,22,5,0.2922,13,28,new,0
USR_00000660,search,engagement,ios,10,6,0.1337,19,31,at_risk,0
USR_00000661,home,engagement,ios,4,1,0.9612,10,4,new,1
USR_00000662,product,re-engagement,android,8,4,0.1048,11,14,new,1
USR_00000663,home,engagement,ios,8,0,0.529,18,39,active,0
USR_00000664,home,re-engagement,ios,6,2,0.2726,12,44,churn,0
USR_00000665,product,promo,ios,7,0,0.2641,13,7,active,1
USR_00000666,product,engagement,android,17,4,0.5946,22,32,active,0
USR_00000667,product,transactional,android,2,4,0.7979,15,22,active,1
USR_00000668,content,transactional,web,7,5,0.7772,13,26,at_risk,1
USR_00000669,content,engagement,android,11,1,0.8688,15,22,active,1
USR_00000670,home,re-engagement,ios,12,2,0.2929,7,39,active,1
USR_00000671,content,engagement,web,21,4,0.4658,8,20,churn,0
USR_00000672,product,transactional,android,22,5,0.0093,10,26,active,0
USR_00000673,product,transactional,android,7,6,0.7469,15,30,active,1
USR_00000674,home,promo,ios,12,0,0.3023,15,24,at_risk,1
USR_00000675,product,promo,android,0,2,0.5615,13,39,active,1
USR_00000676,product,promo,ios,14,0,0.1693,15,10,active,1
USR_00000677,product,promo,ios,3,5,0.8194,15,42,active,0
USR_00000678,home,promo,ios,1,0,0.8173,14,30,at_risk,1
USR_00000679,product,engagement,android,16,5,0.8775,10,43,churn,1
USR_00000680,content,transactional,ios,4,1,0.0459,10,16,active,0
USR_00000681,product,re-engagement,ios,11,0,0.9925,16,21,active,1
USR_00000682,home,engagement,android,2,6,0.2478,11,1,active,1
USR_00000683,content,promo,ios,17,3,0.3094,17,41,new,0
USR_00000684,content,promo,web,18,2,0.2493,14,36,new,0
USR_00000685,home,promo,ios,13,4,0.2675,15,13,new,0
USR_00000686,content,re-engagement,ios,20,1,0.5527,20,2,new,1
USR_00000687,search,promo,android,10,4,0.2398,13,31,active,0
USR_00000688,product,transactional,android,4,3,0.3938,13,30,new,0
USR_00000689,search,re-engagement,android,3,1,0.6556,12,23,new,1
USR_00000690,content,re-engagement,android,5,2,0.836,16,7,active,1
USR_00000691,content,promo,web,4,0,0.6927,8,41,new,0
USR_00000692,content,promo,android,7,2,0.5943,12,19,new,1
USR_00000693,content,promo,web,5,4,0.1477,12,32,new,1
USR_00000694,content,promo,android,14,0,0.8161,17,38,active,1
USR_00000695,home,promo,android,3,0,0.0373,6,24,active,1
USR_00000696,search,transactional,android,14,4,0.2642,14,4,at_risk,0
USR_00000697,product,re-engagement,android,8,2,0.0571,11,39,at_risk,0
USR_00000698,product,transactional,ios,16,0,0.6674,12,30,at_risk,0
USR_00000699,home,engagement,web,12,5,0.3684,14,40,active,1
USR_00000700,home,promo,web,21,5,0.652,9,27,churn,0
USR_00000701,product,engagement,android,10,0,0.347,9,40,active,0
USR_00000702,product,engagement,ios,7,1,0.4557,8,39,active,0
USR_00000703,home,engagement,android,14,2,0.458,13,9,active,0
USR_00000704,home,re-engagement,web,15,5,0.0456,7,7,active,0
USR_00000705,home,promo,ios,10,0,0.4302,13,7,active,1
USR_00000706,product,promo,android,13,5,0.6411,8,35,new,0
USR_00000707,home,promo,android,11,2,0.5461,19,10,at_risk,0
USR_00000708,product,transactional,android,7,0,0.0753,8,20,new,0
USR_00000709,search,re-engagement,android,7,6,0.6681,10,35,active,1
USR_00000710,search,promo,web,21,0,0.3089,10,19,at_risk,0
USR_00000711,product,engagement,ios,16,0,0.0144,11,2,active,1
USR_00000712,product,transactional,web,2,6,0.1556,12,16,new,1
USR_00000713,product,promo,android,23,3,0.4976,7,4,active,0
USR_00000714,content,promo,ios,17,3,0.3104,9,17,active,0
USR_00000715,content,engagement,android,1,4,0.6944,12,33,churn,0
USR_00000716,content,engagement,ios,17,4,0.2407,5,23,active,1
USR_00000717,product,transactional,android,14,4,0.7728,10,30,at_risk,0
USR_00000718,search,promo,android,21,0,0.2865,14,4,active,0
USR_00000719,home,engagement,ios,11,3,0.6209,12,33,at_risk,1
USR_00000720,product,promo,android,12,1,0.7992,25,19,at_risk,1
USR_00000721,home,re-engagement,ios,7,5,0.3856,10,12,new,0
USR_00000722,content,promo,ios,7,3,0.0468,8,29,new,0
USR_00000723,content,promo,android,14,0,0.5354,13,6,new,0
USR_00000724,home,transactional,web,19,6,0.9954,9,22,active,1
USR_00000725,content,transactional,ios,21,1,0.969,6,18,at_risk,1
USR_00000726,home,transactional,web,18,1,0.221,11,7,active,1
USR_00000727,product,transactional,ios,14,6,0.7557,5,42,active,1
USR_00000728,home,re-engagement,ios,12,5,0.345,15,16,churn,0
USR_00000729,search,transactional,ios,8,6,0.1603,15,1,new,0
USR_00000730,product,transactional,web,18,4,0.6659,7,19,new,1
USR_00000731,product,transactional,ios,7,6,0.5009,9,43,churn,0
USR_00000732,search,promo,android,6,0,0.5392,15,30,churn,0
USR_00000733,content,transactional,android,20,4,0.8274,12,28,active,1
USR_00000734,content,promo,ios,14,2,0.3365,15,40,new,0
USR_00000735,home,engagement,android,8,2,0.6671,8,3,churn,1
USR_00000736,product,promo,android,20,1,0.3662,8,24,at_risk,1
USR_00000737,product,re-engagement,android,23,1,0.0427,9,14,active,0
USR_00000738,search,transactional,ios,7,3,0.378,9,30,new,1
USR_00000739,product,engagement,android,12,6,0.95,12,38,active,1
USR_00000740,content,transactional,ios,11,4,0.4833,7,3,at_risk,1
USR_00000741,content,promo,ios,16,2,0.1082,14,7,at_risk,1
USR_00000742,content,engagement,web,22,3,0.6878,15,42,active,1
USR_00000743,product,engagement,android,13,3,0.9634,8,22,active,1
USR_00000744,search,engagement,ios,19,1,0.9079,12,14,active,1
USR_00000745,content,transactional,ios,14,3,0.572,15,6,active,1
USR_00000746,search,engagement,ios,21,4,0.3763,14,15,active,1
USR_00000747,product,engagement,ios,9,1,0.5807,7,0,new,1
USR_00000748,search,engagement,android,9,4,0.8159,9,10,new,1
USR_00000749,search,promo,web,10,4,0.8612,11,8,at_risk,1
USR_00000750,home,engagement,android,23,3,0.8188,15,3,new,1
USR_00000751,content,engagement,web,14,2,0.4555,12,43,new,1
USR_00000752,home,re-engagement,ios,3,3,0.1189,15,35,churn,1
USR_00000753,home,promo,android,0,5,0.5692,8,42,at_risk,0
USR_00000754,content,transactional,ios,12,1,0.1564,13,10,new,1
USR_00000755,product,engagement,android,19,4,0.061,15,12,active,1
USR_00000756,search,transactional,ios,11,4,0.4987,14,12,at_risk,0
USR_00000757,product,engagement,ios,13,2,0.6554,7,25,active,1
USR_00000758,search,transactional,android,19,2,0.8541,9,8,active,1
USR_00000759,home,promo,android,12,6,0.7828,11,10,active,1
USR_00000760,product,engagement,ios,21,2,0.8572,13,43,new,1
USR_00000761,home,promo,android,15,4,0.7601,9,15,at_risk,0
USR_00000762,product,promo,web,17,1,0.7032,11,35,new,1
USR_00000763,content,engagement,ios,18,6,0.0101,13,10,active,1
USR_00000764,content,engagement,ios,15,4,0.6261,14,41,new,1
USR_00000765,search,engagement,android,1,5,0.1205,14,31,new,1
USR_00000766,content,promo,ios,10,4,0.0587,11,38,new,0
USR_00000767,product,promo,web,3,2,0.1564,16,23,at_risk,1
USR_00000768,search,re-engagement,android,12,2,0.8233,13,40,new,0
USR_00000769,home,promo,android,3,4,0.7438,20,16,active,1
USR_00000770,search,promo,android,12,6,0.9488,14,21,new,1
USR_00000771,product,promo,android,8,0,0.979,13,2,at_risk,0
USR_00000772,content,transactional,ios,0,5,0.8933,10,7,active,1
USR_00000773,home,engagement,ios,2,5,0.1329,10,34,churn,0
USR_00000774,product,engagement,ios,12,0,0.8784,13,14,active,1
USR_00000775,content,engagement,android,1,0,0.8386,12,4,active,1
USR_00000776,content,promo,android,20,4,0.8711,7,13,active,1
USR_00000777,search,promo,android,18,5,0.1517,8,15,new,0
USR_00000778,home,transactional,web,17,2,0.1168,7,32,churn,0
USR_00000779,search,promo,ios,4,4,0.9238,15,4,churn,0
USR_00000780,content,promo,android,19,6,0.1738,19,1,active,0
USR_00000781,content,promo,ios,15,2,0.3686,16,32,active,0
USR_00000782,product,promo,android,9,1,0.456,11,6,new,1
USR_00000783,home,transactional,android,0,6,0.1244,13,18,active,1
USR_00000784,home,engagement,android,12,1,0.0206,6,30,at_risk,0
USR_00000785,search,promo,web,19,3,0.9941,11,23,churn,0
USR_00000786,product,transactional,ios,0,3,0.8767,14,5,active,1
USR_00000787,home,engagement,ios,1,3,0.9123,8,32,active,1
USR_00000788,product,engagement,android,9,1,0.2846,8,2,at_risk,0
USR_00000789,product,engagement,android,12,4,0.2201,8,10,new,1
USR_00000790,home,transactional,ios,11,4,0.4259,15,4,active,1
USR_00000791,home,engagement,android,10,1,0.4533,16,23,active,1
USR_00000792,search,promo,web,6,3,0.0056,11,31,at_risk,0
USR_00000793,product,promo,ios,1,0,0.7793,7,29,churn,1
USR_00000794,content,promo,android,0,1,0.9967,12,6,new,1
USR_00000795,search,transactional,ios,2,6,0.5287,9,15,new,1
USR_00000796,search,promo,web,16,3,0.3883,9,6,new,0
USR_00000797,content,promo,ios,18,4,0.3928,16,15,new,0
USR_00000798,search,engagement,ios,10,6,0.0961,5,10,active,1
USR_00000799,search,promo,web,1,4,0.2662,6,33,at_risk,0
USR_00000800,search,promo,android,9,5,0.5021,11,33,active,1
USR_00000801,home,promo,web,23,4,0.4318,12,36,active,1
USR_00000802,search,transactional,android,5,3,0.545,8,9,active,1
USR_00000803,product,promo,ios,11,4,0.8491,13,0,active,1
USR_00000804,content,promo,ios,12,2,0.2252,12,1,at_risk,0
USR_00000805,product,promo,ios,7,6,0.0277,15,37,active,1
USR_00000806,content,engagement,ios,10,1,0.0382,15,40,active,0
USR_00000807,product,re-engagement,ios,11,6,0.1342,15,9,churn,1
USR_00000808,home,transactional,android,11,6,0.5705,11,39,active,0
USR_00000809,search,engagement,android,17,0,0.8082,9,23,new,1
USR_00000810,content,engagement,android,13,4,0.8868,10,8,active,0
USR_00000811,home,re-engagement,ios,1,6,0.6351,15,14,active,1
USR_00000812,content,engagement,android,0,4,0.4031,19,11,active,1
USR_00000813,product,engagement,android,9,2,0.1545,11,34,at_risk,0
USR_00000814,search,re-engagement,web,21,6,0.4014,11,8,active,0
USR_00000815,content,engagement,android,0,3,0.3324,11,8,active,0
USR_00000816,content,transactional,android,1,0,0.87,13,32,at_risk,0
USR_00000817,home,promo,android,16,1,0.4867,11,13,active,0
USR_00000818,home,promo,android,10,4,0.2262,12,11,active,1
USR_00000819,product,transactional,ios,5,3,0.2888,11,36,new,0
USR_00000820,content,transactional,android,4,1,0.1365,11,41,active,1
USR_00000821,home,transactional,android,15,5,0.9186,11,24,active,1
USR_00000822,product,transactional,web,12,0,0.0503,13,37,new,1
USR_00000823,home,transactional,web,15,1,0.0128,9,37,active,1
USR_00000824,product,engagement,ios,6,3,0.183,11,26,new,1
USR_00000825,product,promo,web,12,0,0.8109,7,37,new,1
USR_00000826,home,promo,web,20,2,0.5235,15,0,active,0
USR_00000827,product,engagement,android,7,6,0.6258,11,1,active,0
USR_00000828,content,engagement,ios,9,6,0.3577,10,39,active,1
USR_00000829,content,re-engagement,ios,3,6,0.0687,12,6,active,1
USR_00000830,home,engagement,android,15,2,0.8562,14,32,active,1
USR_00000831,home,engagement,android,0,0,0.1919,9,18,new,0
USR_00000832,home,promo,android,5,5,0.0331,14,35,active,1
USR_00000833,search,transactional,ios,17,2,0.5727,11,29,new,1
USR_00000834,home,promo,ios,0,5,0.0833,12,3,active,0
USR_00000835,content,engagement,ios,23,0,0.0958,18,15,at_risk,1
USR_00000836,content,re-engagement,android,9,4,0.8004,16,31,active,0
USR_00000837,content,promo,android,9,4,0.4916,16,41,active,1
USR_00000838,home,transactional,ios,12,6,0.2415,10,36,churn,1
USR_00000839,home,promo,ios,15,0,0.3486,14,40,new,0
USR_00000840,content,promo,web,11,2,0.7292,12,43,at_risk,0
USR_00000841,search,promo,web,21,6,0.0664,13,40,at_risk,1
USR_00000842,product,promo,web,23,2,0.1165,13,26,active,0
USR_00000843,content,re-engagement,web,4,4,0.6163,17,15,new,1
USR_00000844,home,transactional,web,16,1,0.607,8,22,new,0
USR_00000845,home,engagement,ios,7,5,0.9725,11,35,churn,1
USR_00000846,home,engagement,android,23,1,0.3745,16,19,new,1
USR_00000847,home,promo,android,6,4,0.0651,17,37,at_risk,0
